id,n_atoms,hybr,n_rings,counted_rings,counted_atoms,sp,sp2,sp3,ma
C00009,"Dict{Symbol, Any}(:P => 1, :H => 3, :O => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,1,4,3
C07294,"Dict{Symbol, Any}(:As => 1, :H => 5, :O => 3, :C => 1)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,1,4,3
C00583,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,2
C00986,"Dict{Symbol, Any}(:N => 2, :H => 10, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,2
C02457,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,2
C03194,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,3
C01104,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,3
C18246,"Dict{Symbol, Any}(:Cl => 3, :H => 3, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,3
C20305,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,3
C06142,"Dict{Symbol, Any}(:H => 10, :O => 1, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,0,5,3
C14857,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 1, 1, 0, 1]",1,5,0,0,5,4
C02218,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,6,0,4
C20253,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,6,0,4
C00209,"Dict{Symbol, Any}(:H => 2, :O => 4, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,6,0,3
C01444,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 3, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,6,0,4
C02210,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,6,0,4
C01407,"Dict{Symbol, Any}(:H => 6, :C => 6)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 1, 1, 1]",1,6,0,6,0,3
C05239,"Dict{Symbol, Any}(:N => 3, :H => 5, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 1, 1, 0]",1,6,0,6,0,5
C06144,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp"", ""sp2"", ""sp2"", ""sp""]","[0, 0, 0, 0, 0, 0]",0,6,2,3,1,4
C19317,"Dict{Symbol, Any}(:N => 1, :H => 5, :S => 1, :C => 4)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,1,4,1,4
C06615,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,5,1,4
C00022,"Dict{Symbol, Any}(:H => 4, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,5,1,3
C06614,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,5,1,4
C00222,"Dict{Symbol, Any}(:H => 4, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,5,1,3
C06195,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 1, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1]",1,6,0,5,1,5
C07330,"Dict{Symbol, Any}(:H => 8, :O => 1, :C => 5)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,4,2,4
C16364,"Dict{Symbol, Any}(:N => 2, :H => 8, :O => 1, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,4,2,3
C00741,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 4)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,4,2,3
C16933,"Dict{Symbol, Any}(:N => 1, :H => 7, :C => 5)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2""]","[1, 1, 1, 1, 1, 1]",1,6,0,4,2,5
C20315,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 4)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C00186,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,3
C03219,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 4)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C00246,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C21404,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 4)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,3
C00256,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,3
C00133,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C02632,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C00213,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C01401,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C11149,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :O => 2, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C20301,"Dict{Symbol, Any}(:N => 2, :H => 6, :O => 2, :C => 2)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C00099,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C01013,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,3
C00041,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,3,3,4
C16267,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[1, 0, 1, 1, 0, 0]",1,6,0,3,3,4
C02659,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 1, :C => 4)","[""sp3"", ""sp"", ""sp3"", ""sp3"", ""sp3"", ""sp""]","[0, 0, 0, 0, 0, 0]",0,6,2,0,4,4
C06789,"Dict{Symbol, Any}(:Cl => 4, :C => 2)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,3
C14867,"Dict{Symbol, Any}(:Cl => 3, :H => 1, :O => 1, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C01390,"Dict{Symbol, Any}(:H => 10, :O => 1, :C => 5)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C14866,"Dict{Symbol, Any}(:Cl => 3, :H => 1, :O => 1, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C00555,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 1, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C00810,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C00184,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,3
C01769,"Dict{Symbol, Any}(:H => 8, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,4
C02426,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,3
C00577,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0]",0,6,0,2,4,3
C06181,"Dict{Symbol, Any}(:N => 1, :H => 9, :C => 5)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[1, 1, 1, 1, 1, 1]",1,6,0,2,4,4
C06178,"Dict{Symbol, Any}(:N => 1, :H => 10, :C => 5)","[""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 1, 0]",1,6,0,2,4,5
C06455,"Dict{Symbol, Any}(:P => 1, :H => 5, :O => 4, :C => 1)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,1,5,4
C00519,"Dict{Symbol, Any}(:N => 1, :H => 7, :S => 1, :O => 2, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,1,5,4
C00116,"Dict{Symbol, Any}(:H => 8, :O => 3, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,3
C20657,"Dict{Symbol, Any}(:H => 10, :O => 2, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,3
C14860,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :O => 2, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,4
C03044,"Dict{Symbol, Any}(:H => 10, :O => 2, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,3
C03046,"Dict{Symbol, Any}(:H => 10, :O => 2, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,3
C07490,"Dict{Symbol, Any}(:Cl => 3, :H => 3, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,4
C00134,"Dict{Symbol, Any}(:N => 2, :H => 12, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0]",0,6,0,0,6,3
C01746,"Dict{Symbol, Any}(:N => 1, :H => 11, :C => 5)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 1, 1, 1, 1]",1,6,0,0,6,3
C11148,"Dict{Symbol, Any}(:Cl => 3, :H => 1, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 0, 0, 0, 1]",1,6,0,0,6,4
C11249,"Dict{Symbol, Any}(:H => 12, :C => 6)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 1, 1, 1, 1]",1,6,0,0,6,3
C01010,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 3, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,7,0,4
C20249,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 3, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,7,0,5
C06555,"Dict{Symbol, Any}(:N => 3, :H => 5, :O => 2, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,7,0,3
C07090,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 5)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1, 0]",1,7,0,7,0,5
C14279,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 5)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 1, 1, 0, 0]",1,7,0,7,0,5
C00146,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 6)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1, 1]",1,7,0,7,0,4
C02718,"Dict{Symbol, Any}(:N => 2, :H => 6, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,6,1,5
C00383,"Dict{Symbol, Any}(:H => 4, :O => 4, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,6,1,3
C14595,"Dict{Symbol, Any}(:N => 3, :H => 5, :O => 2, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,6,1,5
C11272,"Dict{Symbol, Any}(:F => 1, :H => 5, :C => 6)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 1, 1, 0]",1,7,0,6,1,4
C06990,"Dict{Symbol, Any}(:Cl => 1, :H => 5, :C => 6)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1, 1]",1,7,0,6,1,4
C11036,"Dict{Symbol, Any}(:H => 5, :Br => 1, :C => 6)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 1, 1, 0]",1,7,0,6,1,4
C01455,"Dict{Symbol, Any}(:H => 8, :C => 7)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1, 1]",1,7,0,6,1,4
C00109,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 4)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C00164,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 4)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C00168,"Dict{Symbol, Any}(:H => 4, :O => 4, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C01146,"Dict{Symbol, Any}(:H => 4, :O => 4, :C => 3)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C00957,"Dict{Symbol, Any}(:H => 4, :S => 1, :O => 3, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C00232,"Dict{Symbol, Any}(:H => 6, :O => 3, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,5,2,4
C20441,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 5)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[1, 1, 1, 1, 1, 0, 0]",1,7,0,5,2,5
C00593,"Dict{Symbol, Any}(:H => 4, :S => 1, :O => 4, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,4,3,5
C02405,"Dict{Symbol, Any}(:P => 1, :H => 3, :O => 5, :C => 1)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""none"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0, 0]",0,7,0,4,3,5
C16310,"Dict{Symbol, Any}(:H => 10, :O => 1, :C => 6)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,4,3,4
C06456,"Dict{Symbol, Any}(:P => 1, :H => 3, :O => 5, :C => 1)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,4,3,5
C01782,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 6)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 1, 1, 1, 1]",2,7,0,4,3,5
C00716,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C17255,"Dict{Symbol, Any}(:N => 1, :H => 11, :O => 1, :C => 5)","[""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C00740,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C00989,"Dict{Symbol, Any}(:H => 8, :O => 3, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C01026,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 2, :C => 4)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C03284,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C00097,"Dict{Symbol, Any}(:N => 1, :H => 7, :S => 1, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C02356,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C05688,"Dict{Symbol, Any}(:N => 1, :H => 7, :Se => 1, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""none""]","[0, 0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C11150,"Dict{Symbol, Any}(:Cl => 3, :H => 1, :O => 2, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C00793,"Dict{Symbol, Any}(:N => 1, :H => 7, :S => 1, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C19491,"Dict{Symbol, Any}(:N => 1, :H => 11, :O => 1, :C => 5)","[""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C03167,"Dict{Symbol, Any}(:P => 1, :H => 5, :O => 4, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C00065,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 3, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C08276,"Dict{Symbol, Any}(:H => 8, :S => 1, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C20312,"Dict{Symbol, Any}(:N => 1, :H => 11, :O => 1, :C => 5)","[""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C16632,"Dict{Symbol, Any}(:N => 1, :F => 1, :H => 6, :O => 2, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C03401,"Dict{Symbol, Any}(:N => 2, :H => 8, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C18319,"Dict{Symbol, Any}(:H => 10, :O => 2, :C => 5)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C01089,"Dict{Symbol, Any}(:H => 8, :O => 3, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
C01205,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C00334,"Dict{Symbol, Any}(:N => 1, :H => 9, :O => 2, :C => 4)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,5
C08262,"Dict{Symbol, Any}(:H => 10, :O => 2, :C => 5)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0]",0,7,0,3,4,4
